Timestamp,Ward,Envelope Postmarked:,Language submitted in:,1. How happy do you feel right now?,2. How satisfied are you with your life in general?,3. How satisfied are you with Somerville as a place to live?,4. How satisfied are you with your neighborhood?,5. Do you feel the City is headed in the right direction or is it on the wrong track?,6a. How would you rate the availability of information about city services?,6b. How would you rate the cost of housing?,6c. How would you rate the overall quality of public schools?,6d. How would you rate your trust in the local police?,6e. How would you rate the maintenance of streets and sidewalks?,6f. How would you rate the availability of social community events?,"7. In the past year, have you used 311 (via phone, online, etc)?","8. In the past year, did you attend a City led meeting?",9. How safe do you feel crossing a busy street in Somerville?,10. How convenient is it for you to get where you want to go? ,11. How safe do you feel walking in your neighborhood at night?,12. How satisfied are you with the appearance of parks and squares in your neighborhood?,13. How satisfied are you with the beauty or physical setting of your neighborhood?,14. How satisfied are you with the condition of your housing?,"15. In the past year, how satisfied were you with your ability to access City services?",1. What is your gender ,What is your age?,3. What language(s) do you speak at home?,4. What is your race or ethnicity?,5. Do you identify as having a disability and/or physical impairment that substantially limits one or more of your major activities?,6. Do you have children age 18 or younger who live with you?,7. Describe your housing status in Somerville.,8a. Do you plan to move away from Somerville in the next two years?,"8b. If yes, why?",9. What is your annual household income?,10. Are you a student?,11. How long have you lived in Somerville?,12. What is your primary mode of transportation? ,Any comments?
2021/11/24 3:45:27 PM EST,7,10/8/21,English,8,8,6,9,Not sure,4,2,3,4,2,4,No,No,3,8,9,8,8,3,10,Female,43,,White,No,Yes,Rent,No,,"$200,000 or more",No,13 years,Walk;Car,Q9- Rt 16 Dillboy light specifically... also many bicyclists are not careful of pedestrians
2021/11/24 3:47:38 PM EST,7,10/11/21,English,9,9,9,9,Right direction,5,5,,4,4,4,"Yes, more than once","Yes, more than once",9,10,10,10,9,10,9,Female,senior,English,White,No,No,Own,No,,,No,3.5 years,Walk;Public transit;Car,
2021/11/24 3:52:11 PM EST,6,10/11/21,English,7,8,6,7,Not sure,4,2,,2,3,,No,No,4,4,9,9,9,6,9,Male,28,English,White,No,No,Rent,No,,"$200,000 or more",,,Public transit,
2021/11/24 3:56:34 PM EST,2,10/11/21,English,6,5,6,7,Right direction,4,2,,3,3,3,No,No,7,5,5,5,3,7,6,Female,42,English,White,Yes,No,Own,No,,"$200,000 or more",No,6 years,Walk,
2021/11/24 3:59:07 PM EST,7,10/14/21,English,6,7,3,8,Wrong track,3,4,3,4,2,3,No,No,7,1,8,6,7,8,4,Male,79,English,White,Yes,No,Own,Yes,City makes it difficult to drive through,"$100,000 to $149,999",No,79 years,Car,
2021/11/24 4:01:45 PM EST,7,10/21/21,English,6,6,8,8,Not sure,4,3,3,3,2,3,"Yes, once","Yes, once",5,8,10,10,10,10,8,Female,41,English,White,No,No,Own,No,,"$150,000 to 200,000",No,2 years,Walk;Public transit,
2021/11/24 4:07:43 PM EST,1,10/16/21,Spanish,7,7,9,9,Right direction,4,,4,4,4,4,"Yes, more than once","Yes, once",9,9,,9,9,9,9,Male,82,Espanol,White,Yes,No,,No,,"Less than $10,000",,12 years,Walk;Public transit,
2021/11/24 4:11:14 PM EST,6,5/13/21,English,6,7,9,8,Right direction,4,2,,1,3,4,No,No,8,7,7,8,8,3,7,Male,30,English,White,No,No,Rent,No,,"$200,000 or more",No,7 years,Walk;Public transit;Car,
2021/11/24 4:13:35 PM EST,1,5/13/21,English,9,9,6,6,Not sure,3,3,,5,4,,No,No,8,3,9,3,6,8,,Male,,English,US Citizen,No,No,Rent,No,,"$200,000 or more",No,4 years,Public transit,
2021/11/24 4:15:47 PM EST,5,5/13/21,English,10,10,4,5,Wrong track,5,3,5,5,5,4,"Yes, more than once","Yes, more than once",7,8,8,6,9,10,9,Female,Over 60,English,,Yes,Yes,Own,No,,"$75,000 to $99,999",No,,Car,
2021/11/24 4:19:00 PM EST,6,5/13/21,English,8,9,6,6,Not sure,5,1,,1,2,4,No,"Yes, once",10,8,10,8,10,10,8,Female,29,English,White,No,No,Rent,Yes,Way too expensive to buy a house,"$150,000 to 200,000",No,2 years,Walk;Car,
2021/11/24 4:21:15 PM EST,2,5/13/21,English,8,8,7,7,Right direction,4,2,3,4,1,4,No,"Yes, once",8,6,9,9,3,6,8,Male,44,English / French,White,No,Yes,Own,No,,"$200,000 or more",No,8 years,Bike,
2021/11/24 4:23:28 PM EST,7,5/13/21,English,8,8,2,2,Wrong track,3,1,3,1,2,3,"Yes, more than once","Yes, more than once",3,4,5,2,4,9,2,Male,71,English,White,No,No,Own,Yes,Cost of water and sewer and taxes,"$50,000 to 74,999",No,25 years,Car,
2021/11/24 4:26:09 PM EST,1,5/13/21,Spanish,10,10,10,10,Not sure,5,5,3,5,3,3,No,"Yes, once",10,10,,,10,10,10,Female,78,Spanish,Hispanic/Latino,No,No,Rent,No,,,,8 years,Walk;Public transit,
2021/11/24 4:27:53 PM EST,3,5/13/21,English,10,10,8,10,Wrong track,2,1,,5,1,2,No,No,10,6,10,8,4,8,3,Male,,,,No,No,Own,No,,,No,,Car,
2021/11/29 4:25:10 PM EST,6,5/13/21,English,8,7,8,8,Right direction,4,2,3,4,4,4,No,No,6,7,9,9,8,9,9,Male,31,English,White,No,No,Rent,No,,"$150,000 to 200,000",No,8 years,Walk;Car,
2021/11/29 4:27:28 PM EST,3,5/17/21,English,5,6,1,3,Wrong track,1,1,3,5,3,1,No,No,5,3,5,8,7,10,1,Female,68,English,White,No,Yes,Own,,,"$75,000 to $99,999",No,68 years,Car,Q8 - ?
2021/12/01 4:18:25 PM EST,5,5/17/21,English,10,10,9,10,Not sure,4,2,,5,5,,"Yes, once",No,10,7,10,4,4,10,10,Female,43,"Persian, Turkish",Middle Eastern,No,No,Rent,No,,"$75,000 to $99,999",No,1,Car,
2021/12/01 4:20:54 PM EST,6,5/17/21,English,7,8,8,10,Not sure,3,1,3,4,3,4,"Yes, once",No,6,10,8,9,9,9,8,Female,36,English,Asian;Hispanic/Latino,No,Yes,Rent,No,,"$200,000 or more",No,10 years,Walk;Car,
2021/12/01 4:23:34 PM EST,1,5/17/21,Spanish,10,10,10,10,Right direction,5,2,3,1,1,4,No,"Yes, once",10,6,8,10,9,10,9,Female,31,English,Hispanic/Latino,No,No,Rent,Yes,Queremos comprar una casa,"$100,000 to $149,999",No,2,Public transit;Car,
2021/12/01 4:26:19 PM EST,2,5/17/21,English,6,6,5,5,Not sure,4,2,,4,4,3,"Yes, once",No,6,6,6,7,4,5,7,Male,82,English,White,No,No,Rent,No,,"$10,000 to $24,999",No,17 years,Walk;Public transit,
2021/12/01 4:28:04 PM EST,3,5/17/21,English,10,9,8,9,Right direction,4,3,3,3,4,3,No,No,9,9,9,8,9,9,6,Female,26,English,White,No,No,Rent,Yes,City Life,"$150,000 to 200,000",Yes,5 years,Public transit,
2021/12/16 5:37:09 PM EST,7,8/24/21,English,8,8,9,9,Right direction,5,2,,4,2,5,"Yes, once","Yes, more than once",8,8,8,8,9,9,9,Male,48,English,White / Middle Eastern,No,No,Own,No,,"$150,000 to 200,000",No,18 years,Walk;Bike;Public transit;Car,
2021/12/16 5:40:04 PM EST,2,8/23/21,English,,,8,8,Not sure,4,3,,4,3,,No,No,7,5,9,9,9,8,9,Male,71,,White,No,No,Own,No,,"$100,000 to $149,999",No,,Bike,
2021/12/16 5:43:30 PM EST,7,8/24/21,English,9,8,10,9,Right direction,5,2,,4,3,5,No,No,7,9,7,9,9,8,10,Female,53,English,White,No,No,Own,No,,"$150,000 to 200,000",No,18 years,Walk;Car,
2021/12/16 5:46:38 PM EST,5,8/25/21,English,8,8,7,7,Right direction,5,2,3,3,2,4,No,No,5,4,8,6,5,4,7,Male,27,English,White,No,No,Rent,No,,"$150,000 to 200,000",No,4 years,Walk;Bike,
2021/12/16 5:50:06 PM EST,2,5/15/21,English,8,9,9,8,Right direction,5,3,,4,2,3,No,No,8,8,8,7,5,8,8,Male,36,"english, german",White,No,No,Rent,No,,"$150,000 to 200,000",No,3 years,Bike,
2021/12/16 5:53:12 PM EST,3,5/17/21,English,5,8,8,8,Right direction,5,1,,4,5,5,No,No,8,10,9,9,9,7,10,Male,33,English/Polish,White,No,No,Rent,Yes,Cannot afford to purchase a home,"$100,000 to $149,999",No,9 years,Walk;Bike,
2021/12/16 7:19:33 PM EST,2,5/17/21,English,9,8,7,8,Right direction,4,1,,3,1,3,"Yes, more than once","Yes, once",4,6,9,10,8,9,8,Female,32,English,White,No,Yes,Own,No,,"$200,000 or more",No,1 year,Walk;Car,
2021/12/16 7:24:36 PM EST,7,5/17/21,English,7,7,5,7,Right direction,2,1,3,2,3,1,No,No,8,4,4,7,7,5,5,Female,27,English,White,No,No,Rent,No,,"$50,000 to 74,999",Yes,2 years,Walk;Bike;Car,
2021/12/16 7:28:04 PM EST,6,9/8/21,English,7,6,6,8,Wrong track,3,1,2,3,4,2,No,No,7,8,8,8,8,9,7,Male,77,English,Gaelic,Yes,No,Own,No,,"$75,000 to $99,999",No,50 years,Walk,
2021/12/16 7:33:37 PM EST,7,9/7/21,English,8,8,3,4,Not sure,3,1,,4,2,4,"Yes, more than once",No,2,,6,6,6,2,6,Male,34,English,White,Yes,No,Rent,Yes,Inaccessible housing and businesses. I will be cut off from the community as disease progresses.,"$100,000 to $149,999",,2 years,Walk;Public transit,
2021/12/16 7:47:09 PM EST,5,9/4/21,English,3,5,5,6,Wrong track,3,1,1,3,1,3,"Yes, more than once","Yes, more than once",4,3,4,5,8,8,6,Female,67,English and Portuguese,Portuguese,Yes,No,Own,No,,,No,40 years,Car,"6c) disgraceful
6d) roads in poor condition
12) less dog parks - more places for people
13) thanks to homeowners
Bottom of page - Fix the potholes - they are a disgrace; Somerville cares about bicyclists and not motorists! It's ridiculous!"
2021/12/16 7:50:05 PM EST,3,8/30/21,English,10,10,7,7,Wrong track,5,3,3,5,1,5,"Yes, more than once","Yes, more than once",7,4,10,6,1,10,1,Male,37,English,White,No,Yes,Own,No,,"$150,000 to 200,000",No,9 years,Walk;Bike;Car,
2021/12/16 7:52:35 PM EST,4,8/27/21,English,8,8,8,8,Right direction,4,3,3,3,3,3,"Yes, more than once",No,8,8,8,8,8,9,7,Female,45,English,Asian,No,No,Own,No,,"$200,000 or more",No,11 years,Car,
2021/12/16 7:55:33 PM EST,1,5/19/21,English,9,9,8,6,Right direction,5,3,5,4,3,3,No,No,8,10,9,9,3,9,10,Male,50,English,White,No,Yes,Rent,Yes,New job in LA,"$75,000 to $99,999",No,2 years,Bike;Car,
2021/12/16 7:59:01 PM EST,7,5/19/21,English,8,8,7,7,Not sure,4,3,,,4,4,No,No,9,4,8,6,7,8,7,Male,37,English,Asian,No,No,Own,No,,"$200,000 or more",No,8 months,Walk;Car,
2021/12/16 8:01:31 PM EST,7,5/19/21,English,8,8,9,9,Right direction,4,1,4,4,4,5,No,No,8,8,9,9,8,6,6,Male,37,English,Hispanic/Latino,No,No,Rent,No,,"$100,000 to $149,999",No,10+ years,Car,
2021/12/16 8:04:21 PM EST,3,5/19/21,English,8,8,8,8,Right direction,5,,,4,4,4,"Yes, more than once","Yes, once",9,8,9,10,9,9,8,Male,35,English,White,No,Yes,Own,No,,"$150,000 to 200,000",No,10 years,Walk;Car,
2021/12/16 8:07:11 PM EST,7,5/19/21,English,7,6,7,8,Right direction,5,3,4,4,4,4,"Yes, more than once",,7,6,7,7,7,10,7,Female,79,English,White,No,No,Own,No,,,No,79 years,Car,
2021/12/16 8:09:33 PM EST,2,5/19/21,English,10,9,9,10,Right direction,5,4,5,3,3,4,"Yes, more than once",No,7,8,9,8,8,9,8,Male,82,English,White,No,No,Own,No,,"$75,000 to $99,999",No,82 years,Car,
2021/12/16 8:13:03 PM EST,3,5/19/21,English,8,8,8,8,Right direction,5,3,3,1,2,4,"Yes, more than once",No,8,8,8,9,8,7,8,Female,30,English,White,No,No,Rent,Yes,Job opportunity,"$50,000 to 74,999",No,4 years,Walk;Bike;Public transit,PLEASE FIX HIGHLAND ST -- VERY UNSAFE FOR BIKING
2021/12/16 8:15:37 PM EST,3,5/19/21,English,8,8,7,7,Wrong track,4,1,3,2,4,4,"Yes, more than once","Yes, more than once",2,9,9,9,8,8,7,Female,39,English,White,No,Yes,Own,Yes,Can't afford bigger space and very unhappy w/ school/city response to COVID. Not happy about school for young kids being closed all year. Lost trust in city.,"$100,000 to $149,999",,,,
2021/12/16 8:18:27 PM EST,5,5/19/21,English,8,8,9,9,Right direction,4,2,,3,3,4,No,No,9,5,4,9,3,7,6,Female,28,English,White,No,No,Rent,Yes,to buy a home,"$150,000 to 200,000",No,1.5 years,Public transit;Car,
2021/12/16 8:21:33 PM EST,1,5/19/21,English,7,8,8,8,Right direction,5,2,3,4,4,4,No,No,8,7,7,8,8,8,8,Female,27,English,White,No,No,Rent,Yes,purchase a home,"$200,000 or more",No,3 years,Walk;Car,
2021/12/28 1:44:37 PM EST,5,6/24/21,English,7,8,9,9,Right direction,3,3,3,3,4,3,No,No,5,7,8,8,8,9,6,Male,59,English,Asian;White,No,No,Rent,Yes,Be closer to family,"$50,000 to 74,999",No,3 years,Walk;Car,
2021/12/28 1:47:46 PM EST,7,6/28/21,English,8,8,8,9,Not sure,2,2,4,4,4,3,No,No,7,7,8,7,6,8,6,Male,41,English/French,White,No,No,Rent,,Housing too expensive,"$150,000 to 200,000",No,3 years,Walk;Public transit;Car,Demographic Q8: Maybe
2021/12/28 1:51:03 PM EST,2,6/28/21,English,10,10,10,10,,5,5,,5,4,4,No,No,8,8,5,,,10,,Female,51,English,White,No,No,Own,No,,"$100,000 to $149,999",No,17 years,Car,"Q6C: N/A ? Don't use
Q12-Q13: Industrial area so none
Q15: NA"
2021/12/28 1:53:59 PM EST,3,6/8/21,English,6,7,6,6,Not sure,4,1,,3,2,4,No,No,2,5,7,5,8,6,8,Female,31,English,White,No,No,Rent,Yes,"Expensive, small apt.","$10,000 to $24,999",Yes,2 years,Walk;Bike;Car,
2021/12/28 1:55:58 PM EST,3,7/7/21,English,8,8,9,9,Right direction,5,1,3,4,4,4,No,No,9,8,9,9,8,8,8,Male,50,English,,No,No,Rent,No,,"$200,000 or more",No,30 years,Walk,
2021/12/30 1:50:31 PM EST,1,,English,8,8,9,9,Right direction,4,2,5,3,4,3,No,No,9,5,9,9,8,8,6,Female,34,English,Hispanic/Latino,No,Yes,Rent,No,,"$25,000 to $49,999",Yes,3 years,Car,
2021/12/30 1:53:37 PM EST,6,5/14/21,English,7,8,8,8,Right direction,4,2,3,3,2,3,"Yes, once",No,9,8,8,8,8,8,8,Female,35,English,White,No,No,Own,No,,"$200,000 or more",No,10 years,Walk;Public transit,Q11: Pre Covid -> Public Transit
2021/12/30 1:56:14 PM EST,6,5/18/21,English,8,8,9,9,Right direction,5,2,,4,2,4,No,No,7,9,9,7,8,9,9,Male,61,English,White,No,No,Own,No,,"$200,000 or more",No,10 years,Walk;Public transit;Car,
2021/12/30 1:58:36 PM EST,1,5/14/21,English,8,9,9,8,Right direction,3,2,3,5,2,4,"Yes, once",No,9,10,10,10,10,10,9,Female,50,English,White,No,No,Own,No,,"$50,000 to 74,999",No,17 years,Car,
2021/12/30 2:02:03 PM EST,2,5/14/21,English,6,5,6,6,Not sure,4,1,4,3,4,4,"Yes, once",No,5,8,8,8,8,5,8,Male,75,English,White,No,No,Own,No,,"$50,000 to 74,999",No,48 years,Walk;Public transit,
2021/12/30 2:04:44 PM EST,1,5/12/21,English,8,8,4,4,Wrong track,3,1,3,5,5,3,No,No,10,5,7,10,8,8,,Male,25,English,White,No,No,Rent,Yes,Bikers are horrible. They act like they own the road. They should have to register their bike to ride on the street,"$75,000 to $99,999",No,,Car,
2021/12/30 2:07:10 PM EST,7,,English,9,9,8,8,Right direction,4,3,3,4,1,5,No,No,1,8,6,6,7,7,6,Female,39,English,White,No,Yes,Own,No,,"$200,000 or more",No,10 years,Walk;Bike;Public transit;Car,
2021/12/30 2:09:14 PM EST,1,5/12/21,English,10,10,10,10,Right direction,5,5,4,4,3,4,No,No,9,10,8,9,10,10,9,Female,77,English,White,No,No,Rent,No,,"$75,000 to $99,999",No,3 years,Car,
2021/12/30 2:13:56 PM EST,1,5/20/21,Spanish,9,8,7,5,Not sure,,2,,3,3,,No,No,6,6,7,7,6,7,,Male,31,"espanol, ingles",Hispanic/Latino,No,No,Rent,Yes,la renta es muy cara y necesitamos mas espacio,"$75,000 to $99,999",Yes,1.5 anos,Bike;Public transit,"Q9: You are asking ""What is your annual income?"" in Spanish and ""What is your household income?"" in English. You may get inconsistent answers."
2021/12/30 2:16:06 PM EST,1,5/20/21,English,9,9,9,8,Not sure,4,2,,4,3,,"Yes, more than once","Yes, more than once",7,8,7,7,6,7,8,Female,30,"Spanish, English",White,No,No,Rent,Yes,To afford a 2 bed home and be eligible to foster or adopt kids,"$75,000 to $99,999",No,19-Sep,Walk;Bike,
2021/12/30 2:19:06 PM EST,6,5/17/21,English,7,7,6,5,Wrong track,4,2,2,3,3,,"Yes, more than once",No,8,8,10,5,6,6,5,Male,24,English,Hispanic/Latino;White,No,No,Rent,Yes,Not enough bike paths,"$150,000 to 200,000",,1 year,Walk;Bike;Public transit;Car,Keep building bike paths!
2021/12/30 2:47:03 PM EST,4,5/17/21,English,2,5,1,3,Wrong track,2,2,3,2,1,1,"Yes, more than once",No,1,1,2,2,2,2,4,Female,,English,White,Yes,No,Own,Yes,So done with Somerville bull shit,,No,60 years,Car,
2021/12/30 2:50:29 PM EST,6,5/17/21,English,8,8,9,10,Right direction,4,3,4,4,2,5,"Yes, once",No,10,9,10,10,10,9,8,Female,25,English,White,No,No,Rent,No,,"$75,000 to $99,999",Yes,2 years,Walk;Car,
2021/12/30 2:54:09 PM EST,7,5/17/21,English,8,8,7,9,Right direction,5,2,3,3,4,4,No,No,4,10,8,9,9,8,6,Male,40,English,White,No,Yes,Rent,Yes,Affordability of single family home,"$200,000 or more",No,10 years,Walk;Bike;Public transit,"Q12: 1-Walk, 2-Bike, 3-Public transit, 4-Car "
2021/12/30 2:56:19 PM EST,5,5/17/21,English,7,8,8,9,Right direction,4,3,4,3,3,4,No,No,7,7,10,9,8,9,9,Male,27,English,White,No,No,Own,No,,"$200,000 or more",No,3 months,Walk;Bike,
2021/12/30 2:58:43 PM EST,2,5/17/21,English,6,8,5,5,Not sure,2,1,3,1,3,1,No,No,3,4,9,1,3,7,5,Female,25,English,White,No,No,Rent,Yes,New opportunity in diff. state,"$25,000 to $49,999",No,3,Walk;Public transit,
2021/12/30 3:00:53 PM EST,2,5/17/21,English,5,7,5,5,Right direction,4,3,,,3,4,No,No,8,6,7,8,6,8,7,Female,47,English,White,No,No,Rent,,,"$200,000 or more",No,8 years,Walk;Public transit;Car,Q8: ?
2021/12/30 3:04:07 PM EST,6,5/25/21,English,7,8,8,8,Right direction,4,1,4,2,3,3,No,No,7,7,10,8,4,3,8,Male,34,English,Asian,No,No,Rent,Yes,Too expensive,"$100,000 to $149,999",No,3 years,Public transit,
2021/12/30 3:06:19 PM EST,7,5/25/21,English,4,5,7,7,Not sure,5,2,,3,4,4,No,No,8,6,9,9,7,3,,Male,41,English,White,No,No,Rent,Yes,Rent increase,"$150,000 to 200,000",No,5,Public transit,
2021/12/30 3:08:27 PM EST,6,5/25/21,English,8,8,4,6,Wrong track,5,1,4,4,3,2,No,No,10,3,7,7,6,6,7,Male,32,English,White,No,No,Rent,Yes,"Cost, space","$200,000 or more",No,2 years,Walk;Public transit;Car,
2021/12/30 3:11:19 PM EST,3,5/25/21,English,9,9,7,6,Right direction,4,3,2,3,2,1,"Yes, once","Yes, more than once",2,5,4,3,7,7,6,Female,29,,White,No,Yes,Own,No,,"$200,000 or more",,3 years,Walk;Car,
2021/12/30 3:15:20 PM EST,1,5/17/21,Portugese,10,10,10,10,Right direction,5,1,5,5,3,5,"Yes, more than once","Yes, once",6,10,7,10,9,4,8,Female,54,Portugues (Brasil),Black/African American,No,Yes,Rent,Yes,rent expensive (aluguelmuito caro),"$25,000 to $49,999",No,10 anos,Walk,
2021/12/30 3:17:52 PM EST,2,5/17/21,Portugese,10,10,10,10,Right direction,5,1,5,5,3,5,No,No,10,10,10,10,10,4,10,Female,50,Portugues (Brasil),,No,Yes,Rent,No,,"$10,000 to $24,999",No,16 anos,Walk;Public transit,
2021/12/30 3:22:17 PM EST,7,5/17/21,English,7,7,,5,Not sure,3,1,,3,1,2,No,No,7,5,6,6,5,4,,Female,32,"English, Chinese, Hindi",White,No,No,Rent,Yes,Don't like location - currently a student but will move to another Boston area after graduation,"Less than $10,000",Yes,,Walk;Bike;Public transit;Car,"Q14: Landlords here are terrible
Q12: ""Pre COVID"" for transportation"
2021/12/30 3:24:16 PM EST,5,5/17/21,English,10,10,9,10,Not sure,3,1,3,5,3,3,"Yes, more than once",No,7,9,4,5,9,5,5,Female,59,English,White,No,Yes,Own,No,,"$25,000 to $49,999",No,22 years,Walk;Bike;Public transit;Car,
2021/12/30 3:29:24 PM EST,2,5/17/21,Spanish,9,8,6,8,Right direction,4,1,3,2,3,4,"Yes, more than once","Yes, more than once",4,2,7,8,2,7,7,Female,55,English,White,No,No,Own,No,,"$200,000 or more",No,21 years,Walk;Bike,
2021/12/30 3:32:39 PM EST,2,5/17/21,English,9,9,9,8,Right direction,5,2,,5,3,4,"Yes, once",No,8,9,8,8,6,9,10,Male,49,"English, French",White,No,No,Own,No,,"$200,000 or more",No,11 years,Walk;Public transit;Car,
2021/12/30 3:37:29 PM EST,,,English,9,7,10,10,Right direction,5,4,5,5,3,5,"Yes, more than once","Yes, once",7,10,9,10,10,10,10,Female,73,English,White,No,No,Own,No,,"$75,000 to $99,999",No,Since 1999,Walk;Car,"Q6a: 3 stars
Q6b: 1 star

Maybe this is 4 stars by Q6a? Hard to tell"
2021/12/30 3:40:18 PM EST,4,5/17/21,English,6,7,9,7,Right direction,5,1,4,2,3,4,No,No,6,8,8,7,9,7,10,non-binary,36,US English,White,No,No,Rent,Yes,Bought a house in Medford,"$100,000 to $149,999",No,11 years,Walk;Bike;Car,
2021/12/30 3:42:37 PM EST,5,5/25/21,English,10,10,10,10,,5,2,4,1,5,5,"Yes, once",No,8,10,10,10,10,10,10,Male,33,Hindi,Asian,No,Yes,Own,No,,"$200,000 or more",No,1 year,Walk;Car,
2021/12/30 3:47:53 PM EST,6,5/25/21,English,7,8,7,8,Not sure,1,2,3,1,3,1,No,No,8,8,7,7,7,6,3,Male,26,English,White,No,No,Rent,No,,"$100,000 to $149,999",No,< 1 year,Walk;Bike;Public transit,
2021/12/30 3:50:38 PM EST,5,5/25/21,English,7,7,6,5,Right direction,5,1,4,4,2,4,No,No,8,7,8,8,6,3,9,Male,34,English,White,No,No,Rent,Yes,Too expensive,"$50,000 to 74,999",No,3+ years,Bike;Car,
2021/12/30 3:53:58 PM EST,2,5/17/21,English,8,8,7,10,Right direction,4,2,4,4,2,5,"Yes, once",No,10,10,,,,,,,,,,,,,,,,,,,
2021/12/30 3:56:19 PM EST,1,5/18/21,English,7,9,5,7,Not sure,4,1,3,5,1,1,"Yes, more than once","Yes, more than once",9,8,8,9,2,8,1,Male,34,English,White,No,Yes,Rent,Yes,Moving out of state for work,"$150,000 to 200,000",Yes,1 year,Walk;Car,
2021/12/30 4:05:07 PM EST,7,5/17/21,English,8,8,3,3,Wrong track,3,3,,5,1,3,"Yes, more than once","Yes, more than once",5,8,7,8,4,8,4,Female,64,English,White,No,No,Own,,Maybe,"$75,000 to $99,999",No,64 years,Walk;Car,"Q5: too crowded and no parking
Q6e: Need major fixing bap!"
2021/12/30 4:08:16 PM EST,7,5/17/21,English,1,10,10,1,Not sure,1,,,,,,No,No,10,10,10,10,,,,Female,74,,Black/African American,No,No,Own,Yes,,"$10,000 to $24,999",No,30 years,Car,"Q4: racist dog poo my yard all the time
Q6e: trim trees not to good 
Q13: racist put dog poo in my yard"
2021/12/30 4:10:56 PM EST,3,5/18/21,English,7,10,9,9,Right direction,4,1,4,3,4,4,No,No,8,8,7,9,8,9,7,Female,30,English,White,No,No,Own,No,,"$100,000 to $149,999",Yes,5 years,Walk;Bike;Car,
2021/12/30 4:13:01 PM EST,2,5/18/21,English,7,8,7,7,Not sure,4,1,,,1,2,No,No,5,7,6,4,7,5,7,Male,24,English,White,No,No,Rent,No,,"$50,000 to 74,999",Yes,9 months,Walk;Public transit;Car,
2021/12/30 4:16:55 PM EST,3,5/18/21,English,5,7,4,4,Not sure,5,3,3,3,1,4,No,,3,3,10,6,6,4,4,Male,35,English,White,No,No,Rent,No,,"$25,000 to $49,999",Yes,,Walk;Bike;Public transit,
2021/12/30 4:19:22 PM EST,3,5/18/21,English,8,7,9,5,Right direction,4,4,5,4,3,1,No,No,10,9,10,10,10,9,8,Tom,23,English,White,No,No,Rent,Yes,Watch me,"$150,000 to 200,000",,,Walk;Bike;Public transit;Car,
2021/12/30 4:21:16 PM EST,6,5/18/21,English,8,8,7,9,Not sure,3,2,3,3,3,3,No,No,9,9,8,8,7,9,8,Male,49,English,White,No,Yes,Own,No,,"$200,000 or more",No,23 years,Walk;Car,
2021/12/30 4:23:32 PM EST,1,5/18/21,English,7,9,9,8,Right direction,5,2,4,4,4,3,"Yes, once","Yes, more than once",8,10,10,9,8,9,9,Male,45,English,White,No,Yes,Own,No,,"$150,000 to 200,000",No,20 years,Walk;Bike,
2021/12/30 4:26:00 PM EST,4,5/18/21,English,6,9,5,4,Wrong track,2,1,,1,2,4,No,No,10,6,4,4,1,,,Male,35,English,White,No,No,Rent,Yes,too expensive to by here,"$150,000 to 200,000",No,8 years,Car,
2021/12/30 4:28:20 PM EST,5,5/18/21,English,10,10,6,6,Wrong track,2,3,1,3,3,3,No,No,6,8,7,3,5,6,6,Female,,English,White,No,No,Own,Yes,THE MAYOR IS CRAZY,"$200,000 or more",No,,Car,
2021/12/30 4:31:06 PM EST,4,5/18/21,English,7,7,7,7,Right direction,4,3,3,3,3,3,No,No,7,5,8,5,4,8,8,Male,36,English,White,No,Yes,Own,No,,"$200,000 or more",No,3.5 years,Public transit,
2021/12/30 4:33:13 PM EST,6,5/18/21,English,9,8,8,9,Right direction,4,3,,3,4,,"Yes, once",No,10,10,10,9,9,,9,Male,26,English,White,Yes,No,Rent,No,,"$25,000 to $49,999",,3,Walk;Public transit;Car,
2021/12/30 4:36:05 PM EST,3,5/18/21,English,2,3,2,7,Wrong track,1,3,1,4,1,1,"Yes, more than once",,1,1,2,1,2,3,2,Male,52,English,White,No,No,Own,No,,,,,Car,
2021/12/30 4:40:18 PM EST,2,5/18/21,English,10,10,10,10,Right direction,5,3,1,2,5,5,"Yes, more than once",No,10,10,7,10,10,10,1,Female,41,English,White,No,Yes,Own,No,,"$200,000 or more",Yes,7 years,Walk;Car,
2021/12/30 4:42:47 PM EST,2,5/18/21,English,4,5,7,8,Not sure,3,2,,1,2,4,No,No,5,5,8,2,5,5,5,Male,39,English,White,,,Rent,Yes,Outdoor living space,"$75,000 to $99,999",No,10 years,Walk,
2021/12/30 4:47:42 PM EST,6,5/18/21,English,5,5,2,2,Wrong track,3,1,3,2,2,1,"Yes, more than once",No,5,5,6,6,4,6,6,Male,,,White,No,No,Own,Yes,Too expensive (prop tax),,No,78 years,Walk,
2021/12/30 4:49:50 PM EST,2,5/18/21,English,9,9,8,8,Not sure,3,3,,3,2,2,No,No,8,8,8,9,7,8,,Female,27,English,White,No,No,Rent,No,,"$200,000 or more",No,,Walk,
2022/01/03 9:08:14 AM EST,7,,English,4,4,2,5,Wrong track,2,1,3,3,1,1,"Yes, more than once",No,4,3,5,3,4,6,4,Male,35,English,,No,No,Rent,Yes,Too crowded and expensive to live for the quality of housing,"$150,000 to 200,000",No,13 years,Walk;Car,
